Name,DOB,Club,gender,result,discipline,date,competition_id,result_id
Finn Wyatt,06-27-05,Bruk-Bet Termalica Nieciecza,M,143.7,1000,06-03-15,60,63496
Jessamine Chapman,04-01-85,Zaglebie Lubin,F,261.75,1500,06-03-15,60,63520
Brendan Mccormick,09-23-88,Legia Warsawa,M,105.63,800,06-03-15,60,63548
Ivan Roberts,09-16-82,Gornik Zabrze,M,48.6,400,06-03-15,60,63755
Evan Randolph,02-09-97,Zaglebie Lubin,M,21.8,200,06-03-15,60,63838
Isaiah Cox,06-30-99,Legia Warsawa,M,49.15,400,06-03-15,60,63896
Igor Wright,08-01-90,Gornik Zabrze,M,12.48,100,06-03-15,60,63914
Sybill Buchanan,07-31-84,Slask Wroclaw,F,52.51,400,06-03-15,60,63954
Haviva Sanford,02-25-03,Piast Gliwice,F,125.78,800,06-03-15,60,64026
Blossom Bradshaw,02-26-97,Korona Kielce,F,51.18,400,06-03-15,60,64065
Thomas Mcleod,03-26-82,Piast Gliwice,M,20.89,200,06-03-15,60,64093
Dylan Bowers,07-01-04,Piast Gliwice,M,105.58,800,06-03-15,60,64217
Nasim Gonzales,03-21-89,Wisla Plock,M,48.55,400,06-03-15,60,64535
Ferris Hudson,11-15-82,Arka Gdynia,M,147.96,1000,06-03-15,60,64546
Amela Preston,02-25-00,Pogon Szczecin,F,24.71,200,06-03-15,60,64582
Lacota Page,08-08-99,Slask Wroclaw,F,128.95,800,06-03-15,60,64669
Imelda Middleton,03-05-85,Gornik Zabrze,F,179.72,1000,06-03-15,60,64768
Fatima Hunter,04-06-98,Pogon Szczecin,F,260.18,1500,06-03-15,60,64933
Keaton Wise,11-10-95,Wisla Plock,M,10.97,100,06-03-15,60,65041
Kermit Mcclure,02-04-97,Bruk-Bet Termalica Nieciecza,M,149.77,1000,06-03-15,60,65089
Ora Finley,12-25-98,Pogon Szczecin,F,13.3,100,06-03-15,60,65127
Trevor Bell,07-13-86,Cracovia,M,109.0,800,06-03-15,60,65163
Philip Lopez,11-16-86,Jagiellonia Bialystok,M,224.59,1500,06-03-15,60,65412
Gannon Dejesus,02-28-98,Gornik Zabrze,M,11.88,100,06-03-15,60,65465
Urielle David,04-27-99,Legia Warsawa,F,12.45,100,06-03-15,60,65469
Ursula Humphrey,03-30-94,Wisla Plock,F,269.1,1500,06-03-15,60,65490
Adam Black,09-22-93,Lechia Gdansk,M,113.87,800,06-03-15,60,65566
Nathaniel Frost,12-17-86,Bruk-Bet Termalica Nieciecza,M,142.66,1000,06-03-15,60,65641
Jin Grimes,12-20-99,Zaglebie Lubin,M,142.33,1000,06-03-15,60,65787
Joshua Shepherd,10-26-99,Bruk-Bet Termalica Nieciecza,M,20.48,200,06-03-15,60,65963
Addison Todd,09-12-83,Wisla Krakowa,M,228.6,1500,06-03-15,60,66033
Ezekiel Battle,05-19-84,Wisla Krakowa,M,45.93,400,06-03-15,60,66086
Dylan Bowers,07-01-04,Piast Gliwice,M,142.21,1000,06-03-15,60,66212
Alexis Little,01-01-92,Korona Kielce,F,12.99,100,06-03-15,60,66299
Yuri Harding,07-08-89,Jagiellonia Bialystok,F,253.07,1500,06-03-15,60,66301
Rooney Medina,05-14-01,Piast Gliwice,M,107.29,800,06-03-15,60,66402
Jennifer Faulkner,12-14-95,Jagiellonia Bialystok,F,53.99,400,06-03-15,60,66410
Lawrence Terrell,06-16-98,Gornik Zabrze,M,155.95,1000,06-03-15,60,66706
Tatum Fields,08-28-83,Gornik Zabrze,F,55.52,400,06-03-15,60,66850
Cooper Potts,06-23-84,Pogon Szczecin,M,153.78,1000,06-03-15,60,66893
Yoshi Patton,04-09-84,Wisla Plock,F,171.57,1000,06-03-15,60,66962
Stephen Blackwell,03-13-99,Pogon Szczecin,M,158.86,1000,06-03-15,60,67108
Jaime Parker,11-18-96,Wisla Krakowa,F,173.85,1000,06-03-15,60,67176
Gemma Jones,01-13-03,Legia Warsawa,F,134.1,800,06-03-15,60,67236
Nehru Lowe,12-19-96,Lech Poznan,M,11.62,100,06-03-15,60,67332
Quentin Hopper,02-06-95,Pogon Szczecin,M,154.31,1000,06-03-15,60,67516
Anjolie King,12-29-97,Lechia Gdansk,F,25.4,200,06-03-15,60,67588
Gray Burgess,09-25-93,Piast Gliwice,M,147.24,1000,06-03-15,60,67634
Blake Baxter,08-08-94,Piast Gliwice,M,112.68,800,06-03-15,60,67650
Connor Rosales,01-04-81,Arka Gdynia,M,20.8,200,06-03-15,60,67880
Lionel Rivera,03-12-82,Zaglebie Lubin,M,144.9,1000,06-03-15,60,68011
Jasmine Schneider,04-24-87,Lech Poznan,F,170.62,1000,06-03-15,60,68290
Lacota Page,08-08-99,Slask Wroclaw,F,193.32,1000,06-03-15,60,68351
Randall Mendez,04-14-94,Legia Warsawa,M,48.16,400,06-03-15,60,68383
Urielle David,04-27-99,Legia Warsawa,F,178.56,1000,06-03-15,60,68596
September Acosta,12-08-83,Arka Gdynia,F,14.16,100,06-03-15,60,68599
Murphy Hubbard,08-27-89,Lech Poznan,M,224.86,1500,06-03-15,60,68663
Yasir Dixon,02-01-02,Wisla Plock,M,10.49,100,06-03-15,60,68704
Mikayla Kidd,11-18-96,Lech Poznan,F,12.74,100,06-03-15,60,68806
Ciara Cochran,11-14-00,Lechia Gdansk,F,138.79,800,06-03-15,60,69048
Halee Conrad,08-08-98,Bruk-Bet Termalica Nieciecza,F,56.73,400,06-03-15,60,69247
Linus Sanford,02-12-94,Lech Poznan,M,47.66,400,06-03-15,60,69434
Constance Jenkins,05-16-87,Lech Poznan,F,125.25,800,06-03-15,60,69474
Ramona Richardson,04-21-86,Wisla Krakowa,F,263.3,1500,06-03-15,60,69605
Dieter Graham,12-19-04,Gornik Zabrze,M,112.5,800,06-03-15,60,69640
Dale Skinner,12-20-99,Piast Gliwice,M,108.62,800,06-03-15,60,69655
Urielle David,04-27-99,Legia Warsawa,F,23.72,200,06-03-15,60,69802
Jaquelyn Alvarado,04-03-93,Slask Wroclaw,F,173.62,1000,06-03-15,60,69888
Faith Contreras,09-19-91,Piast Gliwice,F,53.1,400,06-03-15,60,69960
Briar Fuller,01-14-86,Jagiellonia Bialystok,F,51.09,400,06-03-15,60,70006
Forrest Medina,05-22-02,Cracovia,M,20.36,200,06-03-15,60,70030
Nero Pope,03-29-91,Pogon Szczecin,M,217.04,1500,06-03-15,60,70115
September Acosta,12-08-83,Arka Gdynia,F,13.67,100,06-03-15,60,70311
Kirk Middleton,07-27-80,Zaglebie Lubin,M,11.54,100,06-03-15,60,70324
Tanisha Mcmahon,08-21-91,Legia Warsawa,F,51.03,400,06-03-15,60,70386
Brenda Dodson,05-01-98,Lechia Gdansk,F,23.57,200,06-03-15,60,70586
Tanisha Mcmahon,08-21-91,Legia Warsawa,F,182.86,1000,06-03-15,60,70723
April Whitfield,05-06-87,Lech Poznan,F,14.21,100,06-03-15,60,70754
Kimberly Wade,02-05-97,Legia Warsawa,F,128.07,800,06-03-15,60,70869
Preston Jackson,07-13-84,Zaglebie Lubin,M,114.61,800,06-03-15,60,70906
Brielle Sosa,09-17-92,Korona Kielce,F,51.42,400,06-03-15,60,70995
Astra Petty,07-25-84,Sandecja Nowy Sacz,F,136.7,800,06-03-15,60,71038
Martina Morse,06-29-01,Zaglebie Lubin,F,133.88,800,06-03-15,60,71175
Kermit Mcclure,02-04-97,Bruk-Bet Termalica Nieciecza,M,237.0,1500,06-03-15,60,71203
Jameson Downs,08-07-93,Jagiellonia Bialystok,M,108.92,800,06-03-15,60,71262
Kaitlin Rosa,08-16-93,Gornik Zabrze,F,170.81,1000,06-03-15,60,71300
Nathaniel Frost,12-17-86,Bruk-Bet Termalica Nieciecza,M,21.63,200,06-03-15,60,71329
Amena Bird,04-16-97,Cracovia,F,189.57,1000,06-03-15,60,71363
Adrian Guerra,01-23-84,Arka Gdynia,M,217.96,1500,06-03-15,60,71419
Kamal Madden,04-01-93,Sandecja Nowy Sacz,M,21.72,200,06-03-15,60,71448
Beck Dejesus,07-13-86,Lech Poznan,M,113.53,800,06-03-15,60,71490
Rina Gibson,02-23-94,Wisla Krakowa,F,14.12,100,06-03-15,60,71523
Hiram Giles,09-19-84,Lechia Gdansk,M,10.78,100,06-03-15,60,71582
Jin Grimes,12-20-99,Zaglebie Lubin,M,105.63,800,06-03-15,60,71647
Julian Albert,03-30-82,Jagiellonia Bialystok,M,21.73,200,06-03-15,60,72016
Willa Bray,08-09-98,Sandecja Nowy Sacz,F,125.89,800,06-03-15,60,72355
Demetria Townsend,04-04-94,Legia Warsawa,F,247.05,1500,06-03-15,60,72391
Axel Trevino,05-14-81,Legia Warsawa,M,108.69,800,06-03-15,60,72421
Deacon Trujillo,07-02-00,Korona Kielce,M,151.2,1000,06-03-15,60,72724
Kameko Dalton,09-19-90,Legia Warsawa,F,54.78,400,06-03-15,60,72725
Yoshio Meyers,12-20-90,Arka Gdynia,M,50.12,400,06-03-15,60,72802
Edan Tate,04-28-99,Lech Poznan,M,48.29,400,06-03-15,60,72813
Hashim Ball,09-28-98,Lechia Gdansk,M,20.78,200,06-03-15,60,72869
TaShya Cleveland,05-13-87,Wisla Krakowa,F,23.13,200,06-03-15,60,72947
Alana Booth,03-08-95,Bruk-Bet Termalica Nieciecza,F,126.43,800,06-03-15,60,72948
Lois Maddox,03-18-02,Gornik Zabrze,F,190.08,1000,06-03-15,60,73019
Madeson Walker,01-29-94,Wisla Plock,F,257.29,1500,06-03-15,60,73043
Isaiah Cox,06-30-99,Legia Warsawa,M,47.08,400,06-03-15,60,73108
Lesley Franklin,11-29-01,Lech Poznan,F,14.66,100,06-03-15,60,73135
Kyla Foley,09-06-86,Gornik Zabrze,F,23.38,200,06-03-15,60,73251
Rashad Sears,01-30-81,Cracovia,M,48.43,400,06-03-15,60,73327
Tanek Ferrell,01-13-01,Sandecja Nowy Sacz,M,12.5,100,06-03-15,60,73348
Imogene Randolph,01-11-91,Cracovia,F,263.23,1500,06-03-15,60,73386
Allistair Finch,05-26-82,Lech Poznan,M,11.94,100,06-03-15,60,73441
Yoshi Patton,04-09-84,Wisla Plock,F,262.58,1500,06-03-15,60,73477
Aileen Hamilton,10-16-98,Jagiellonia Bialystok,F,183.02,1000,06-03-15,60,73631
Alyssa Hutchinson,09-22-01,Legia Warsawa,F,13.09,100,06-03-15,60,73842
Burton Ball,06-12-03,Pogon Szczecin,M,50.48,400,06-03-15,60,73906
Fredericka Cantu,11-18-83,Pogon Szczecin,F,12.57,100,06-03-15,60,73931
Lawrence Wade,05-30-01,Slask Wroclaw,M,20.72,200,06-03-15,60,73980
Ferris Gibson,01-25-92,Zaglebie Lubin,M,110.23,800,06-03-15,60,74018
Sage Alvarez,05-10-85,Sandecja Nowy Sacz,F,54.77,400,06-03-15,60,74135
Hasad Fuentes,11-22-97,Slask Wroclaw,M,22.53,200,06-03-15,60,74264
Rashad Sears,01-30-81,Cracovia,M,49.65,400,06-03-15,60,74320
Constance Jenkins,05-16-87,Lech Poznan,F,131.43,800,06-03-15,60,74336
Brent Hubbard,05-31-82,Pogon Szczecin,M,155.97,1000,06-03-15,60,74353
Lillith Ramirez,10-06-93,Lech Poznan,F,14.35,100,06-03-15,60,74434
Aretha Thompson,06-12-96,Wisla Krakowa,F,168.98,1000,06-03-15,60,74451
Miriam Boyer,03-16-98,Jagiellonia Bialystok,F,51.53,400,06-03-15,60,74467
Tiger Bell,06-03-90,Arka Gdynia,M,47.31,400,06-03-15,60,74601
Ezekiel Battle,05-19-84,Wisla Krakowa,M,20.35,200,06-03-15,60,74623
Wyatt Benson,05-23-91,Lech Poznan,M,107.6,800,06-03-15,60,74675
Nicole Castaneda,09-15-88,Wisla Krakowa,F,250.46,1500,06-03-15,60,74829
Shellie Jacobson,06-09-01,Piast Gliwice,F,24.19,200,06-03-15,60,74917
Felicia Barnes,04-08-93,Lechia Gdansk,F,14.02,100,06-03-15,60,75360
Orlando Huffman,06-30-98,Wisla Plock,M,20.31,200,06-03-15,60,75598
Alisa Sawyer,03-30-84,Zaglebie Lubin,F,125.78,800,06-03-15,60,75621
Moses Schmidt,03-30-88,Sandecja Nowy Sacz,M,50.46,400,06-03-15,60,75694
Lesley Franklin,11-29-01,Lech Poznan,F,251.78,1500,06-03-15,60,75702
Adele Christian,11-22-90,Piast Gliwice,F,129.22,800,06-03-15,60,75742
Ezra Peters,02-05-98,Slask Wroclaw,M,231.52,1500,06-03-15,60,75799
Samson Martin,03-27-86,Gornik Zabrze,M,156.56,1000,06-03-15,60,75814
Ezekiel Hendrix,12-18-02,Cracovia,M,141.12,1000,06-03-15,60,75845
Rose Montgomery,11-06-00,Wisla Plock,F,12.3,100,06-03-15,60,75912
Barbara Russell,06-16-91,Gornik Zabrze,F,54.36,400,06-03-15,60,75980
Linus Sanford,02-12-94,Lech Poznan,M,20.0,200,06-03-15,60,76039
Ferris Hudson,11-15-82,Arka Gdynia,M,211.52,1500,06-03-15,60,76146
Dai Joseph,11-08-90,Bruk-Bet Termalica Nieciecza,F,25.29,200,06-03-15,60,76275
Bo Rodriguez,05-02-88,Korona Kielce,F,193.48,1000,06-03-15,60,76291
Lucas Stevenson,04-15-95,Korona Kielce,M,107.25,800,06-03-15,60,76380
Ignatius Mccarty,09-04-88,Lech Poznan,M,145.76,1000,06-03-15,60,76412
Austin Holman,12-15-83,Sandecja Nowy Sacz,M,156.37,1000,06-03-15,60,76456
Briar Fuller,01-14-86,Jagiellonia Bialystok,F,23.9,200,06-03-15,60,76457
Farrah Mckay,06-11-94,Legia Warsawa,F,265.44,1500,06-03-15,60,76633
Sopoline Ferguson,01-07-89,Cracovia,F,251.73,1500,06-03-15,60,76799
Edan Tate,04-28-99,Lech Poznan,M,12.38,100,06-03-15,60,77036
Ali Dodson,05-24-02,Gornik Zabrze,M,48.24,400,06-03-15,60,77094
Willa Bray,08-09-98,Sandecja Nowy Sacz,F,265.37,1500,06-03-15,60,77256
Wyatt Benson,05-23-91,Lech Poznan,M,113.95,800,06-03-15,60,77307
Jorden Glenn,02-10-93,Pogon Szczecin,F,24.69,200,06-03-15,60,77411
Hamilton Roth,10-30-86,Jagiellonia Bialystok,M,140.72,1000,06-03-15,60,77502
Austin Holman,12-15-83,Sandecja Nowy Sacz,M,159.53,1000,06-03-15,60,77546
Tiger Payne,09-16-98,Arka Gdynia,M,46.42,400,06-03-15,60,77709
Randall Mendez,04-14-94,Legia Warsawa,M,141.8,1000,06-03-15,60,77768
Kermit Mcclure,02-04-97,Bruk-Bet Termalica Nieciecza,M,140.41,1000,06-03-15,60,77778
Alexis Hansen,02-01-92,Sandecja Nowy Sacz,F,135.45,800,06-03-15,60,77968
Lucas Stevenson,04-15-95,Korona Kielce,M,222.42,1500,06-03-15,60,78201
Wesley Woodward,09-09-95,Legia Warsawa,M,107.95,800,06-03-15,60,78354
Jaquelyn Alvarado,04-03-93,Slask Wroclaw,F,134.07,800,06-03-15,60,78602
William Kent,09-10-01,Cracovia,M,10.9,100,06-03-15,60,79191
Mia Greene,04-10-99,Gornik Zabrze,F,24.04,200,06-03-15,60,79208
Erich Joseph,08-25-02,Piast Gliwice,M,48.01,400,06-03-15,60,79243
Aretha Thompson,06-12-96,Wisla Krakowa,F,23.88,200,06-03-15,60,79287
Drake Trevino,12-20-97,Piast Gliwice,M,22.2,200,06-03-15,60,79370
Lois Maddox,03-18-02,Gornik Zabrze,F,14.48,100,06-03-15,60,79383
Candice Conrad,03-29-86,Sandecja Nowy Sacz,F,137.09,800,06-03-15,60,79427
Hamilton Roth,10-30-86,Jagiellonia Bialystok,M,20.48,200,06-03-15,60,79509
Rhonda Holt,01-14-93,Slask Wroclaw,F,191.09,1000,06-03-15,60,79552
Cameran Warren,01-09-00,Bruk-Bet Termalica Nieciecza,F,181.06,1000,06-03-15,60,79611
Kenneth Ewing,08-28-02,Lechia Gdansk,M,10.67,100,06-03-15,60,79712
William Kent,09-10-01,Cracovia,M,155.62,1000,06-03-15,60,79801
Mona Weiss,07-20-86,Zaglebie Lubin,F,180.14,1000,06-03-15,60,79891
Guinevere Mercer,11-14-01,Slask Wroclaw,F,23.43,200,06-03-15,60,80024
Bo Rodriguez,05-02-88,Korona Kielce,F,265.22,1500,06-03-15,60,80383
Aileen Hamilton,10-16-98,Jagiellonia Bialystok,F,13.72,100,06-03-15,60,80403
Anthony Stafford,11-22-03,Slask Wroclaw,M,159.31,1000,06-03-15,60,80628
Akeem Tucker,10-12-87,Arka Gdynia,M,239.57,1500,06-03-15,60,80796
Blake Baxter,08-08-94,Piast Gliwice,M,154.52,1000,06-03-15,60,80807
Cooper Potts,06-23-84,Pogon Szczecin,M,151.96,1000,06-03-15,60,81116
Lenore Coffey,05-17-99,Lech Poznan,F,54.92,400,06-03-15,60,81157
Ivor Richmond,12-28-89,Slask Wroclaw,M,22.83,200,06-03-15,60,81264
Ina Massey,09-17-98,Slask Wroclaw,F,56.22,400,06-03-15,60,81519
Wynne Griffin,02-17-00,Lechia Gdansk,F,56.85,400,06-03-15,60,81676
Lunea Mathis,04-22-00,Wisla Plock,F,25.1,200,06-03-15,60,81692
Connor Rosales,01-04-81,Arka Gdynia,M,156.75,1000,06-03-15,60,81803
Axel Curry,12-03-86,Slask Wroclaw,M,211.47,1500,06-03-15,60,81939
Constance Jenkins,05-16-87,Lech Poznan,F,55.87,400,06-03-15,60,82104
Wyatt Benson,05-23-91,Lech Poznan,M,153.13,1000,06-03-15,60,82151
Shaine Cherry,07-19-85,Pogon Szczecin,F,178.82,1000,06-03-15,60,82242
Britanni Clayton,01-16-97,Gornik Zabrze,F,135.31,800,06-03-15,60,82319
Wanda Boyer,06-25-02,Zaglebie Lubin,F,51.53,400,06-03-15,60,82327
Karleigh Barr,12-15-00,Wisla Krakowa,F,25.86,200,06-03-15,60,82514
Amela Preston,02-25-00,Pogon Szczecin,F,56.06,400,06-03-15,60,82537
Chandler Lopez,09-13-81,Pogon Szczecin,M,110.73,800,06-03-15,60,82615
Emily Rollins,05-26-89,Wisla Krakowa,F,23.5,200,06-03-15,60,82727
Maxwell Keller,10-22-02,Wisla Krakowa,M,12.99,100,06-03-15,60,82783
Yasir Dixon,02-01-02,Wisla Plock,M,12.92,100,06-03-15,60,82841
Jade Burgess,04-30-96,Arka Gdynia,F,13.03,100,06-03-15,60,82858
Chaim Levy,06-17-89,Lech Poznan,M,112.97,800,06-03-15,60,83031
Avye Rosario,04-14-89,Pogon Szczecin,F,125.06,800,06-03-15,60,83061
Chester Huff,02-10-87,Wisla Plock,M,12.78,100,06-03-15,60,83063
Cairo Lott,08-05-89,Lech Poznan,M,221.43,1500,06-03-15,60,83290
Alexis Little,01-01-92,Korona Kielce,F,54.93,400,06-03-15,60,83321
Ramona Richardson,04-21-86,Wisla Krakowa,F,13.29,100,06-03-15,60,83357
Angelica Lawson,02-04-93,Pogon Szczecin,F,54.66,400,06-03-15,60,83406
Noelle Thompson,03-04-98,Lech Poznan,F,188.33,1000,06-03-15,60,83661
Christen Briggs,07-08-01,Wisla Plock,F,23.26,200,06-03-15,60,83681
Kristen Combs,08-05-88,Pogon Szczecin,F,174.32,1000,06-03-15,60,83683
Astra Rowland,11-11-87,Lech Poznan,F,125.45,800,06-03-15,60,83982
Urielle David,04-27-99,Legia Warsawa,F,136.05,800,06-03-15,60,84006
Althea Hodges,01-05-92,Legia Warsawa,F,264.23,1500,06-03-15,60,84184
Alana Booth,03-08-95,Bruk-Bet Termalica Nieciecza,F,51.46,400,06-03-15,60,84239
Dylan Bowers,07-01-04,Piast Gliwice,M,48.97,400,06-03-15,60,84265
Chloe Potter,01-27-86,Gornik Zabrze,F,14.72,100,06-03-15,60,84359
Macaulay Sullivan,10-29-00,Lechia Gdansk,M,48.81,400,06-03-15,60,84403
Farrah Combs,09-01-87,Sandecja Nowy Sacz,F,56.45,400,06-03-15,60,84553
Timothy Ellis,02-10-97,Lech Poznan,M,108.04,800,06-03-15,60,84593
Kristen Combs,08-05-88,Pogon Szczecin,F,24.98,200,06-03-15,60,84598
Ursa Pennington,05-30-94,Wisla Krakowa,F,55.45,400,06-03-15,60,84686
Cameron Cooley,04-11-05,Piast Gliwice,M,21.63,200,06-03-15,60,84814
Aileen Hamilton,10-16-98,Jagiellonia Bialystok,F,139.23,800,06-03-15,60,84815
Erasmus Mason,03-23-99,Legia Warsawa,M,225.94,1500,06-03-15,60,84819
Wylie Saunders,09-24-89,Wisla Krakowa,M,109.43,800,06-03-15,60,84840
Channing Hardin,01-04-00,Bruk-Bet Termalica Nieciecza,M,105.7,800,06-03-15,60,84879
Ezra Peters,02-05-98,Slask Wroclaw,M,228.24,1500,06-03-15,60,84918
Fredericka Moss,07-06-93,Lechia Gdansk,F,169.35,1000,06-03-15,60,84964
Mara Franklin,01-13-94,Wisla Plock,F,193.2,1000,06-03-15,60,84989
Jackson Hyde,12-01-91,Korona Kielce,M,50.33,400,06-03-15,60,85017
Flynn Dyer,05-25-87,Legia Warsawa,M,11.22,100,06-03-15,60,85041
Jesse Small,02-11-84,Pogon Szczecin,M,12.11,100,06-03-15,60,85228
Cassidy Valdez,12-21-84,Lech Poznan,F,53.26,400,06-03-15,60,85323
Lila Pollard,12-22-91,Lechia Gdansk,F,194.56,1000,06-03-15,60,85518
Lacey Martin,10-31-87,Jagiellonia Bialystok,F,53.95,400,06-03-15,60,85673
Ezra Tucker,06-14-87,Wisla Plock,M,10.49,100,06-03-15,60,85757
Tiger Bell,06-03-90,Arka Gdynia,M,153.33,1000,06-03-15,60,85812
Anthony Whitfield,07-07-93,Lechia Gdansk,M,10.87,100,06-03-15,60,85865
Hu Buckley,08-01-00,Wisla Krakowa,M,157.76,1000,06-03-15,60,85917
Ali Dodson,05-24-02,Gornik Zabrze,M,217.68,1500,06-03-15,60,86025
Benedict Kelley,06-14-05,Bruk-Bet Termalica Nieciecza,M,217.08,1500,06-03-15,60,86067
Samson Martin,03-27-86,Gornik Zabrze,M,49.68,400,06-03-15,60,86098
Alexis Hansen,02-01-92,Sandecja Nowy Sacz,F,127.41,800,06-03-15,60,86312
Travis Schmidt,06-29-80,Wisla Plock,M,140.43,1000,06-03-15,60,86480
Emily Rollins,05-26-89,Wisla Krakowa,F,24.69,200,06-03-15,60,86760
Ezekiel Church,07-09-93,Cracovia,M,10.56,100,06-03-15,60,86984
May Beach,04-20-94,Legia Warsawa,F,53.82,400,06-03-15,60,87068
Blake Baxter,08-08-94,Piast Gliwice,M,153.57,1000,06-03-15,60,87271
Deacon Mclean,05-15-03,Korona Kielce,M,236.55,1500,06-03-15,60,87871
Anthony Stafford,11-22-03,Slask Wroclaw,M,12.84,100,06-03-15,60,87970
Hammett George,08-25-92,Arka Gdynia,M,49.51,400,06-03-15,60,87982
Adele Christian,11-22-90,Piast Gliwice,F,13.11,100,06-03-15,60,88060
Sage Richardson,09-13-88,Bruk-Bet Termalica Nieciecza,F,172.87,1000,06-03-15,60,88142
Faith Contreras,09-19-91,Piast Gliwice,F,23.29,200,06-03-15,60,88151
Kasper Larson,06-15-04,Pogon Szczecin,M,22.32,200,06-03-15,60,88181
Vanna Lamb,08-17-97,Legia Warsawa,F,253.6,1500,06-03-15,60,88233
Chancellor Hyde,05-11-01,Lechia Gdansk,M,158.73,1000,06-03-15,60,88286
Althea Hodges,01-05-92,Legia Warsawa,F,128.91,800,06-03-15,60,88426
Damian Monroe,04-07-99,Cracovia,M,227.41,1500,06-03-15,60,88457
Emily Bryant,01-14-01,Bruk-Bet Termalica Nieciecza,F,260.67,1500,06-03-15,60,88515
Camden Kelly,01-01-86,Legia Warsawa,M,108.23,800,06-03-15,60,88653
Brennan Bowman,11-26-96,Wisla Plock,M,213.82,1500,06-03-15,60,88778
Amy Richardson,05-27-90,Korona Kielce,F,23.49,200,06-03-15,60,88803
Fuller Lowe,02-02-04,Slask Wroclaw,M,237.53,1500,06-03-15,60,88805
Rigel Odom,09-23-93,Korona Kielce,M,108.25,800,06-03-15,60,89270
Yoshi Hooper,10-23-93,Gornik Zabrze,F,174.7,1000,06-03-15,60,89338
Hashim Ball,09-28-98,Lechia Gdansk,M,147.94,1000,06-03-15,60,89351
Breanna Nolan,12-20-87,Lech Poznan,F,55.5,400,06-03-15,60,89425
Kirk Middleton,07-27-80,Zaglebie Lubin,M,50.17,400,06-03-15,60,89498
Ezekiel Church,07-09-93,Cracovia,M,144.02,1000,06-03-15,60,89525
Damon George,06-15-82,Pogon Szczecin,M,22.36,200,06-03-15,60,89544
Brent Hubbard,05-31-82,Pogon Szczecin,M,218.3,1500,06-03-15,60,89907
Lenore Coffey,05-17-99,Lech Poznan,F,23.83,200,06-03-15,60,89931
Tanisha Workman,11-08-90,Lech Poznan,F,13.93,100,06-03-15,60,89959
Castor Henry,06-11-94,Lech Poznan,M,211.78,1500,06-03-15,60,90159
Ursula Humphrey,03-30-94,Wisla Plock,F,173.39,1000,06-03-15,60,90350
Danielle Mayer,08-11-84,Bruk-Bet Termalica Nieciecza,F,52.57,400,06-03-15,60,90390
Acton Atkinson,07-31-01,Legia Warsawa,M,110.49,800,06-03-15,60,90666
Jaquelyn Alvarado,04-03-93,Slask Wroclaw,F,14.34,100,06-03-15,60,90883
Rhona Trujillo,08-09-86,Lechia Gdansk,F,25.03,200,06-03-15,60,90900
Ramona Morrow,08-01-97,Pogon Szczecin,F,259.25,1500,06-03-15,60,90941
Harrison Mathis,03-05-05,Jagiellonia Bialystok,M,113.89,800,06-03-15,60,91099
Lyle Lindsey,11-06-92,Piast Gliwice,M,113.8,800,06-03-15,60,91119
Rose Montgomery,11-06-00,Wisla Plock,F,170.1,1000,06-03-15,60,91156
Odysseus Terrell,05-17-89,Jagiellonia Bialystok,M,45.68,400,06-03-15,60,91754
Elaine Bruce,02-04-94,Lech Poznan,F,259.68,1500,06-03-15,60,91792
Dale Skinner,12-20-99,Piast Gliwice,M,112.48,800,06-03-15,60,91810
Ainsley Middleton,12-26-99,Zaglebie Lubin,F,54.61,400,06-03-15,60,91857
Thor Justice,12-17-87,Zaglebie Lubin,M,20.88,200,06-03-15,60,91882
Leila Neal,02-28-03,Wisla Krakowa,F,52.54,400,06-03-15,60,92182
Tallulah Hickman,10-15-83,Gornik Zabrze,F,260.4,1500,06-03-15,60,92355
Wyatt Benson,05-23-91,Lech Poznan,M,45.68,400,06-03-15,60,92360
Gage Solis,11-21-94,Jagiellonia Bialystok,M,48.19,400,06-03-15,60,92458
Aaron Leon,09-18-89,Zaglebie Lubin,M,140.32,1000,06-03-15,60,92572
Sybill Buchanan,07-31-84,Slask Wroclaw,F,12.45,100,06-03-15,60,92619
Yoshi Hooper,10-23-93,Gornik Zabrze,F,265.68,1500,06-03-15,60,92667
Courtney Mathis,01-27-00,Legia Warsawa,F,259.01,1500,06-03-15,60,92727
Brenda Dodson,05-01-98,Lechia Gdansk,F,14.34,100,06-03-15,60,92895
Montana Huff,03-31-93,Lechia Gdansk,F,181.77,1000,06-03-15,60,92898
Glenna Lindsay,11-19-94,Piast Gliwice,F,13.49,100,06-03-15,60,93086
Curran Ellis,06-15-86,Legia Warsawa,M,22.93,200,06-03-15,60,93110
Ursula Humphrey,03-30-94,Wisla Plock,F,130.59,800,06-03-15,60,93548
Alden Fox,07-24-85,Wisla Krakowa,M,20.62,200,06-03-15,60,93641
Maxwell Keller,10-22-02,Wisla Krakowa,M,217.78,1500,06-03-15,60,93664
Joshua Shepherd,10-26-99,Bruk-Bet Termalica Nieciecza,M,112.03,800,06-03-15,60,93802
Linda Stephens,05-12-85,Zaglebie Lubin,F,51.59,400,06-03-15,60,93882
Tyrone Harris,03-08-97,Bruk-Bet Termalica Nieciecza,M,12.99,100,06-03-15,60,93943
Yasir Dixon,02-01-02,Wisla Plock,M,21.68,200,06-03-15,60,94012
